x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,LABEL
79.3696051207171,101.7392703545124,93.84268434448313,147.99720225083,133.96380245572072,175.14931616199328,171.19805727708444,191.95774851105625,205.91501351420993,212.99068505342075,190.28701988309695,146.57610612420103,239.01712202943236,151.05413573827946,271.75610434929513,153.95595186526634,302.53747367650794,156.29867641841201,191.33955286937547,116.01679375953904,245.92026561035894,110.07122572155504,285.1066699392377,111.49500437118218,319.41210046383594,111.43949085560189,184.80258812806008,85.3282733558965,232.02303930142537,76.47013891947358,267.8786618553122,76.12378726228485,298.1110880722845,75.06430405023937,171.90761998361182,57.058787993961005,210.685829278973,43.51513727434212,239.26204460488228,39.92584751681399,268.8388572624099,39.53471828026251,1
72.63343960271595,100.84875134877348,95.20761353016854,149.26138907461882,136.98290824682766,173.11512140733885,173.64271432797244,191.07513396161175,207.67324409844872,216.4323081810835,187.41818053373572,147.79884789822245,237.1632165333867,151.85144725375085,270.25488438206594,157.76906157611756,298.64655476473126,164.76355789601348,189.86184909190342,119.5053758951708,243.49581104571186,115.52542609828652,283.8884391102147,120.67077398145375,319.27202728495104,123.71555954505175,183.46925719411956,88.1829025509669,230.89836913612086,82.99773526547051,268.0312323518665,84.58068205092832,302.81539475006866,83.06583859784905,170.4933801465886,58.62348714441214,205.87281268589868,46.42329329176118,237.22831693037733,42.541231276174585,273.24807336211416,40.59635350567373,1
73.40733529910915,105.66203153016204,93.35827526147307,152.04176227882272,133.78319554321212,173.83397780161613,170.6213968512676,189.80145202943004,206.62735446829362,209.40715136007793,186.40386753933132,147.65314903281705,236.70511173290112,154.46326649723915,270.37493865439683,160.16385884189094,299.0176219494988,165.77252272492387,188.57069928509833,119.1654678941511,243.83216371853183,114.55151305195295,284.43024513418277,118.879426350127,319.48274733035487,122.30012084000577,182.26471895054334,89.33371387648344,229.36778655668334,82.79418105277296,267.477557944032,83.62237294180613,301.4641807716516,82.08953410709023,169.53428932505818,61.38914724209599,206.56838866637557,47.810525728838456,234.938076423975,42.325978036883726,266.6723718758335,38.218722388303036,1
80.81111067235366,101.17976057860918,97.59155084744276,148.3849532156701,135.94918601373143,172.70699448933195,171.24734997626007,188.58700634148954,203.206149595284,207.0845738284961,190.42966442221592,145.637649305515,238.657028527372,150.9957820202699,271.39558752013914,153.8325603483754,299.41169785004246,155.64721847991768,191.6462169740262,116.23581921205096,246.45155831121704,114.17640761910843,284.83002256032887,117.99453464038925,317.6676538252568,120.34071056970834,185.17651085806577,85.904636692796,233.41028826427103,77.45080845014354,268.8001905664696,76.30708242929086,299.43477699264076,74.44620791025682,172.55406032309114,58.17106415060698,208.2590822291077,43.93398365516305,235.9784994651591,39.13795444390348,266.1450927135538,37.72572453674684,1
82.65123023066843,103.6850325266289,99.60627310536819,151.1796469714327,141.11527237518396,177.04151883592112,177.81734131836504,192.42037465790145,211.56590326437993,208.2075814624468,188.75872125152466,144.52086778878765,235.54671017005248,148.68240254518878,267.45629813169586,150.20517187090218,294.35465690579076,151.43106840422024,189.14027948050727,115.12407430500843,240.8951580320773,110.09939085148517,279.68314617299893,110.76535600652392,314.2798209318071,110.98820934901073,182.34249109339734,85.04582839524664,229.46685299616462,76.308301985757,266.428825732608,72.47328611041303,297.63999439068357,68.9265451465103,169.03364549052284,58.3023815453771,204.11432184975055,43.62672140203871,232.6429486923958,36.34449053696598,262.04257744640296,31.871839452539717,1
79.19849943254485,106.95473060736322,97.75918421286406,150.85651468387005,135.40866159657344,174.0447887731984,173.89046101153872,188.65631541950643,209.765420326421,204.35200598624488,182.5491094283625,148.50857580490535,235.4396081070563,154.22898450080626,268.3756040115668,158.62327137927147,296.41110027234026,162.9625052016281,185.0949032942044,118.31390205053137,241.63361419738067,115.86014203896272,282.84841540103844,118.81307010192106,317.2688566394377,121.48911948480688,179.63650607894306,86.92170013605755,228.72396968637076,81.21912242344726,267.2452858913657,81.63277714786568,299.9090361754543,81.48444158459392,168.23365643459147,58.017073992386486,206.64765240475208,45.80954562275883,235.83823400153324,41.109362943210726,266.21939981124797,39.22900969619785,1
77.99772168893838,109.20452405897419,98.28213986971247,154.50532193785972,139.1290653935285,178.76417585350828,179.21167144169166,192.16389678996256,211.821249324974,210.20204874867528,186.38661465533377,147.0357322645132,237.6981885623537,153.2572614356432,269.77585907520563,156.0649885239591,298.65080756260437,158.58377637886045,189.85514584487834,117.29189619921365,244.3633020526177,113.63338666416078,284.39770244222024,115.6341516810526,317.76695940310316,116.12154926325138,183.68189204846573,87.55571287176375,231.53820982683834,80.4807319153256,267.36967869436927,79.67394616872161,298.0666550521201,77.29556849517712,169.15854792833858,60.785245651633005,205.9668216872015,44.792041392200645,233.07751062289032,37.789677707577084,261.3389304293051,32.224403245611256,1
85.9315194304254,163.47306972389197,100.47123087855289,207.66804121284986,137.81957106681875,232.7929067736095,174.80940848869065,245.0548324252868,206.4371332098817,264.2763790568024,192.35723973495257,201.91915036277533,238.63475783787723,209.92897472997174,269.65602890588525,215.75971416084667,299.56174919358455,219.49934305980787,197.51561320855396,172.3329947794773,249.65084252295125,172.12242419301765,286.988708427285,178.66675953494814,320.0960093564063,180.9619554805504,192.07684664481891,144.086537915422,235.42477126466108,136.37687438138255,272.3165092116287,138.4854827607105,305.0268151615055,139.09962896896832,177.39496032202806,118.04464703252597,212.45464631069262,106.06326498918861,236.76726856185996,101.18866849241476,261.29837312358904,95.14247697091741,1
95.4705311394427,161.92016513215546,109.39648913348532,207.10800824408034,149.59916221347152,231.27732082161947,186.28528243604154,243.05694279393992,219.7278997169787,266.01196108956896,203.4455182593719,201.65506073741744,249.8023728851394,211.31546343468017,280.8567545691257,216.07336043058694,311.0879494342798,219.5378459287258,206.6739923752102,173.9522310652264,258.55088242679267,174.77516923338405,294.7476889786448,177.7345914873399,327.66424715218267,178.36681793583102,200.5979346007434,145.28891161432827,246.19337990973324,140.86432616512593,281.71451960992636,141.44656362734258,313.7057810794122,141.3921150018682,186.50333663684702,118.81633015472335,220.57164018042837,107.90697180987945,245.05800401411759,102.41444051368262,269.5927899271496,94.9361507201304,1
167.8143113562037,167.0507952180651,178.77846337831943,216.2343251840275,215.1239669308343,242.6227257812243,249.62242827680896,256.6046439744687,282.209485506115,277.25673942435424,270.1144079582191,210.34989112305902,318.6492378588591,220.91236468508941,349.43928099239207,229.35124357186578,376.58524491388476,235.2467352060885,274.56457456425414,180.4011634499193,327.67775822588555,180.23848875452222,363.63563227815763,184.33499279702482,394.15044970835066,185.5357930244627,270.4764846352882,152.1550017701229,316.73044461743484,148.46187611980577,349.44465528407096,151.9381772369993,376.9195751314274,154.10065494458286,259.50462987213723,125.75444221317093,295.34719330201006,113.44864866686794,319.21014216928234,109.14141890732071,342.7079882715298,104.97828450258567,1
